OpSys_No OS,company_MSI,CPU_BRAND_AMD,CPU_BRAND_Intel,GPU_BRAND_Intel,GPU_BRAND_AMD,company_Acer,Weight,Memory_Type_Flash,typeName_Workstation,typeName_Ultrabook,GPU_BRAND_Nvidia,typeName_Gaming,Memory_Type_HDD,CPU_FREQUENCY,Memory_Type_SSD,typeName_Notebook,ScreenHeight,ScreenWidth,Ram,Price_euros
0,0,1,0,0,1,0,1.91,0,0,0,0,0,0,2.5,1,1,768,1366,8,445.9
0,0,0,1,0,0,0,2.9,0,0,0,1,0,1,1.8,0,1,1080,1920,16,1059.0
0,1,0,1,0,0,0,4.14,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2499.0
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,2.8,1,0,1080,1920,8,1699.0
0,0,0,1,0,1,0,2.8,0,0,0,0,0,0,1.8,1,1,1080,1920,8,1142.0
1,0,0,1,1,0,0,2.2,0,0,0,0,0,0,2.0,1,1,1080,1920,4,444.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,1.6,0,1,1080,1920,4,722.0
0,0,0,1,1,0,0,2.18,0,0,0,0,0,1,2.5,0,1,1080,1920,4,657.0
0,0,0,1,0,1,0,2.24,0,0,0,0,0,1,2.5,0,1,1080,1920,8,565.0
0,0,0,1,1,0,0,2.67,0,0,0,0,0,0,1.6,1,0,1080,1920,8,799.0
0,0,0,1,1,0,0,1.1,0,0,0,0,0,0,1.8,1,0,1080,1920,8,1499.0
1,0,0,1,1,0,0,2.2,0,0,0,0,0,1,2.5,0,1,1080,1920,4,467.0
0,0,0,1,0,0,0,2.5,0,0,0,1,0,1,1.8,0,1,1080,1920,8,1018.0
0,0,0,1,1,0,0,2.05,0,0,0,0,0,0,1.8,1,1,1080,1920,8,880.0
0,0,0,1,1,0,0,1.37,0,0,1,0,0,0,2.9,1,0,1600,2560,8,1958.9
0,0,1,0,0,1,0,3.2,0,0,0,0,1,0,3.0,1,0,1080,1920,16,1549.0
0,0,0,1,0,1,0,2.14,0,0,0,0,0,0,1.8,1,1,1080,1920,8,735.07
0,0,0,1,1,0,0,1.36,0,0,0,0,0,0,2.6,1,0,1440,2560,16,2499.0
0,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.5,0,1,768,1366,8,812.0
0,0,0,1,1,0,0,2.3,0,0,0,0,0,1,2.7,0,1,768,1366,12,713.07
0,0,0,1,0,1,0,2.8,0,0,0,0,0,0,1.8,1,1,1080,1920,8,1099.0
0,0,0,1,0,0,1,2.2,0,0,0,1,0,1,1.8,0,1,1080,1920,8,745.0
0,0,0,1,1,0,0,2.8,0,0,0,0,0,1,2.0,0,1,900,1600,4,489.0
1,0,0,1,0,0,0,2.8,0,0,0,1,0,1,1.8,0,1,1080,1920,8,849.0
0,0,0,1,0,0,0,2.8,0,0,0,1,0,0,2.7,1,1,900,1600,6,859.0
0,0,0,1,0,1,0,2.25,0,0,0,0,0,1,2.0,0,1,1080,1920,4,428.0
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.5,1,0,1080,1920,8,829.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,0,2.5,1,1,1080,1920,6,579.0
0,0,0,1,0,0,1,3.0,0,0,0,1,0,0,1.8,1,1,1080,1920,8,951.0
0,0,0,1,1,0,1,2.15,0,0,0,0,0,1,2.7,0,1,1080,1920,12,659.0
0,0,0,1,1,0,0,1.95,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1097.0
0,0,0,1,0,0,0,1.7,0,0,1,1,0,0,2.5,1,0,1080,1920,8,977.0
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1179.0
1,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.7,0,1,1080,1920,8,659.01
0,0,0,1,1,0,1,2.19,0,0,0,0,0,0,1.5,1,1,768,1366,2,199.0
0,0,0,1,0,0,0,3.0,0,0,0,1,1,1,2.8,0,0,1080,1920,8,1187.0
0,0,0,1,1,0,0,2.54,0,0,0,0,0,1,2.0,0,1,900,1600,8,489.0
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,2.8,1,1,1080,1920,8,1829.0
0,0,0,1,1,0,0,2.05,0,0,0,0,0,0,1.6,1,1,1080,1920,8,739.0
0,0,0,1,0,0,0,3.2,0,0,0,1,1,1,2.8,0,0,1080,1920,8,1299.0
0,0,0,1,0,0,1,2.5,0,0,0,1,0,0,2.8,1,1,1080,1920,8,979.0
0,0,0,1,0,0,0,3.42,0,1,0,1,0,0,2.9,1,0,1080,1920,16,2884.86
0,0,1,0,0,1,0,2.4,0,0,0,0,0,1,2.4,0,1,1080,1920,6,499.0
0,0,0,1,0,0,0,1.63,0,0,1,1,0,0,2.7,1,0,1080,1920,16,1468.0
0,0,0,1,1,0,0,1.3,0,0,0,0,0,0,2.4,1,1,768,1366,4,509.0
0,0,0,1,0,0,0,2.9,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2122.0
0,0,0,1,0,0,0,2.8,0,0,0,1,0,1,2.5,0,1,900,1600,6,649.0
1,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.5,0,1,768,1366,8,549.0
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1265.0
1,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.1,0,1,768,1366,4,359.99
0,0,0,1,1,0,0,1.28,0,0,0,0,0,0,2.8,1,0,1080,1920,16,1975.0
0,0,0,1,0,0,0,2.2,0,0,0,1,0,0,2.5,1,1,1080,1920,8,1043.0
0,0,0,1,0,0,0,2.3,0,0,0,1,0,0,2.5,1,1,1080,1920,8,819.0
0,0,0,1,1,0,0,1.86,0,0,0,0,0,1,2.0,0,1,1080,1920,4,469.0
0,0,0,1,1,0,0,1.1,0,0,0,0,0,0,2.5,1,1,1080,1920,8,999.0
0,0,0,1,1,0,0,1.21,0,0,1,0,0,0,1.8,1,0,2160,3840,16,2499.0
0,1,0,1,0,0,0,2.8,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2099.0
0,0,1,0,0,1,1,2.23,0,0,0,0,0,0,2.2,1,1,1080,1920,8,469.0
0,0,0,1,1,0,0,1.1,1,0,0,0,0,0,1.1,0,0,768,1366,2,275.0
0,0,0,1,0,1,0,2.33,0,0,0,0,0,0,1.6,1,1,1080,1920,8,844.0
0,0,0,1,1,0,0,1.29,0,0,0,0,0,0,1.8,1,0,2160,3840,16,2449.0
0,0,0,1,1,0,0,1.45,1,0,0,0,0,0,1.6,0,1,768,1366,4,459.9
0,0,0,1,1,0,0,1.95,0,0,0,0,0,0,2.5,1,1,1080,1920,8,980.0
0,0,0,1,1,0,1,1.4,1,0,0,0,0,0,1.6,0,1,768,1366,4,485.0
0,0,0,1,1,0,0,1.48,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1292.0
0,0,0,1,0,0,0,2.79,0,0,0,1,0,1,2.5,0,1,900,1600,4,589.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1094.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,1.8,0,1,768,1366,8,902.0
0,0,1,0,0,1,1,2.2,0,0,0,0,0,0,2.7,1,1,768,1366,8,659.0
0,0,0,1,1,0,0,1.44,1,0,0,0,0,0,1.1,0,1,768,1366,4,292.0
0,0,0,1,1,0,1,2.23,0,0,0,0,0,1,2.5,0,1,768,1366,6,549.0
0,0,0,1,0,0,0,1.7,0,0,1,1,0,0,2.7,1,0,1080,1920,8,1049.9
0,0,0,1,1,0,0,1.26,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1335.0
0,0,0,1,0,0,0,2.06,0,0,0,1,0,0,2.8,1,1,2160,3840,32,2639.0
0,1,0,1,0,0,0,2.7,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1199.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.5,1,1,1080,1920,8,943.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1334.0
0,0,0,1,1,0,0,1.85,0,0,0,0,0,1,2.0,0,1,1080,1920,4,449.0
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.8,1,0,1080,1920,8,999.0
0,0,0,1,1,0,0,1.48,0,0,0,0,0,0,2.6,1,1,1080,1920,8,1268.0
0,0,0,1,0,0,0,1.9,0,0,1,1,0,0,1.6,1,0,1080,1920,8,1049.0
0,0,0,1,1,0,0,1.84,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1144.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,1,1.1,0,1,768,1366,4,274.99
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,1.6,1,1,1080,1920,8,1142.75
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.6,0,1,768,1366,4,274.9
0,0,1,0,0,1,0,2.2,0,0,0,0,0,1,3.6,0,1,1080,1920,12,899.0
0,0,0,1,0,0,0,2.1,0,0,0,1,0,1,2.4,0,1,1080,1920,8,716.0
0,0,0,1,1,0,0,1.4,0,0,0,0,0,0,1.8,1,0,2160,3840,16,2099.0
0,0,0,1,1,0,0,1.2,0,0,1,0,0,0,1.8,1,0,1080,1920,8,1579.0
0,0,0,1,0,0,0,2.4,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1129.0
0,0,0,1,1,0,0,1.44,1,0,0,0,0,0,1.6,0,1,768,1366,2,279.0
0,0,0,1,1,0,0,1.88,0,0,1,0,0,0,1.9,1,0,1080,1920,16,1607.96
0,0,0,1,1,0,0,1.5,1,0,0,0,0,0,1.1,0,0,768,1366,4,375.0
0,0,0,1,0,1,0,1.9,0,0,1,0,0,1,1.6,0,0,1080,1920,8,663.0
0,0,0,1,0,0,0,2.06,0,0,0,1,0,0,2.8,1,1,2160,3840,16,2027.42
0,0,0,1,1,0,0,1.84,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1304.0
0,1,0,1,0,0,0,2.7,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1409.0
0,0,0,1,0,0,0,2.6,0,1,0,1,0,0,2.8,1,0,1080,1920,8,1738.27
0,0,0,1,0,0,0,2.4,0,0,0,1,0,0,2.5,1,1,1080,1920,16,1403.0
0,0,0,1,0,1,0,2.02,0,0,0,0,0,0,1.8,1,1,1080,1920,8,970.9
1,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.1,0,1,768,1366,4,321.99
0,0,0,1,0,0,0,2.65,0,0,0,1,1,1,2.5,0,0,1080,1920,8,999.0
0,0,0,1,1,0,0,2.36,0,0,0,0,0,1,2.5,0,1,768,1366,8,557.37
0,0,0,1,1,0,0,1.36,0,0,0,0,0,0,2.6,1,1,1080,1920,8,1427.0
0,0,0,1,1,0,0,1.86,0,0,0,0,0,1,2.0,0,1,768,1366,4,439.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.5,1,1,1080,1920,8,945.0
0,0,0,1,0,0,0,2.8,0,0,0,1,0,0,2.5,1,1,900,1600,6,719.0
0,0,0,1,1,0,0,1.86,0,0,0,0,0,1,2.5,0,1,1080,1920,8,639.0
1,0,0,1,0,0,0,2.2,0,0,0,1,0,0,2.0,1,1,768,1366,8,499.0
0,0,0,1,1,0,0,2.04,0,0,0,0,0,1,1.6,0,1,768,1366,8,389.0
0,0,0,1,0,1,0,2.8,0,0,0,0,0,0,1.6,1,1,1080,1920,8,1085.0
1,0,0,1,0,0,0,2.4,0,0,0,1,1,0,2.5,1,0,1080,1920,8,809.0
0,0,0,1,0,1,0,2.33,0,0,0,0,0,0,2.7,1,1,1080,1920,8,899.0
0,0,0,1,1,0,0,1.36,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1750.0
0,0,0,1,0,0,0,2.26,0,0,0,1,0,0,2.7,1,0,1080,1920,12,1099.0
0,0,1,0,0,1,1,2.1,0,0,0,0,0,0,3.0,1,1,768,1366,4,426.0
0,0,1,0,0,1,0,3.25,0,0,0,0,1,0,3.0,1,0,1080,1920,16,2199.0
0,0,1,0,0,1,0,2.6,0,0,0,0,0,0,2.2,1,1,900,1600,4,489.0
0,0,0,1,1,0,0,1.62,0,0,0,0,0,0,1.8,1,0,1080,1920,8,869.01
0,0,1,0,0,1,0,1.91,0,0,0,0,0,0,3.0,1,1,1080,1920,4,488.99
0,0,0,1,1,0,0,1.59,0,0,0,0,0,0,1.1,1,0,768,1366,4,553.0
0,0,0,1,1,0,0,1.8,0,0,0,0,0,1,1.6,0,1,768,1366,4,309.0
0,0,0,1,1,0,0,1.5,1,0,0,0,0,0,1.1,0,1,768,1366,4,286.0
0,0,0,1,0,0,1,2.4,0,0,0,1,0,1,2.8,0,1,1080,1920,8,846.0
0,0,0,1,0,0,0,3.35,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1191.0
1,0,0,1,1,0,0,1.85,0,0,0,0,0,0,2.0,1,1,1080,1920,4,403.5
0,0,0,1,0,0,0,2.3,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1655.0
0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,2.5,1,1,1080,1920,8,1099.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,2.7,1,0,1080,1920,16,1748.9
0,0,0,1,1,0,0,1.13,0,0,1,0,0,0,2.7,1,0,1440,2560,8,2282.0
0,0,0,1,1,0,0,1.5,0,0,0,0,0,0,2.4,1,1,1080,1920,4,549.0
0,0,0,1,0,1,0,2.23,0,1,0,0,0,1,2.6,0,0,1080,1920,8,1369.0
0,0,0,1,0,0,0,2.0,0,1,0,1,0,0,2.7,1,0,1080,1920,8,2135.0
0,0,0,1,1,0,0,1.42,0,0,0,0,0,0,2.7,1,0,1440,2560,16,2509.0
0,0,0,1,0,0,0,3.0,0,0,0,1,1,1,2.8,0,0,1080,1920,8,1039.0
0,0,0,1,0,0,0,3.0,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1591.0
0,0,0,1,0,0,1,2.2,0,0,0,1,0,1,1.6,0,1,768,1366,12,693.99
0,1,0,1,0,0,0,2.7,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1349.0
0,0,0,1,0,1,0,2.33,0,0,0,0,0,0,2.7,1,1,1080,1920,8,778.87
0,0,1,0,0,1,0,1.91,0,0,1,0,0,0,3.0,1,0,1080,1920,4,499.0
0,0,0,1,0,1,0,2.1,0,0,0,0,0,0,1.8,1,1,1080,1920,8,1229.56
0,0,0,1,1,0,0,1.9,0,0,0,0,0,0,2.5,1,1,1080,1920,8,938.0
0,0,0,1,0,0,0,1.78,0,1,0,1,0,0,2.8,1,0,2160,3840,8,2712.0
0,0,0,1,1,0,0,1.13,0,0,1,0,0,0,2.7,1,0,1440,2560,16,2625.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.1,0,1,768,1366,4,306.0
0,0,0,1,0,0,0,2.9,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1529.0
0,0,0,1,0,1,0,2.1,0,0,0,0,0,0,1.6,1,1,1080,1920,8,1144.5
0,0,0,1,0,0,1,2.5,0,0,0,1,0,0,2.8,1,1,1080,1920,8,879.0
0,1,0,1,0,0,0,2.8,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2249.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1873.0
0,0,0,1,1,0,0,1.2,0,0,1,0,0,0,2.5,1,0,1080,1920,16,1747.0
0,0,0,1,1,0,0,1.36,0,0,1,0,0,0,2.8,1,0,1080,1920,8,1680.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,2.0,0,1,1080,1920,4,409.0
0,0,0,1,1,0,0,1.15,1,0,0,0,0,0,1.1,0,1,768,1366,2,304.45
0,0,0,1,0,0,0,2.67,0,1,0,1,0,0,2.8,1,0,1080,1920,8,1925.0
0,0,0,1,0,0,0,1.7,0,0,1,1,0,0,2.8,1,0,1440,2560,8,1943.0
0,0,0,1,0,1,0,2.1,0,0,0,0,0,1,2.0,0,1,1080,1920,4,469.0
0,0,0,1,1,0,1,1.6,0,0,0,0,0,0,2.5,1,0,1080,1920,8,789.01
0,0,0,1,1,0,0,1.27,0,0,0,0,0,0,2.5,1,0,1080,1920,8,928.0
0,0,0,1,0,1,0,2.3,0,0,0,0,0,0,2.5,1,1,1080,1920,4,598.9
0,0,0,1,1,0,0,1.65,0,0,0,0,0,0,2.0,1,1,768,1366,4,689.0
0,0,0,1,1,0,0,1.43,0,0,1,0,0,0,2.5,1,0,1080,1920,8,1500.0
0,0,0,1,1,0,0,2.14,0,0,0,0,0,1,2.5,0,1,768,1366,8,539.95
0,0,0,1,0,1,0,1.75,0,0,1,0,0,0,1.8,1,0,1080,1920,8,1215.38
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,2.8,1,0,2160,3840,16,1899.0
0,0,0,1,1,0,0,1.4,1,0,0,0,0,0,1.1,0,1,1824,2736,6,449.0
0,0,0,1,1,0,0,2.31,0,0,0,0,0,0,2.9,1,1,1080,1920,8,1427.0
0,0,0,1,0,0,0,2.3,0,0,0,1,0,1,2.4,0,1,1080,1920,8,597.0
0,0,0,1,0,0,0,4.42,0,0,0,1,1,0,2.9,1,0,1440,2560,16,2799.0
0,0,0,1,0,0,0,2.62,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1159.0
0,0,0,1,0,1,0,2.02,0,0,0,0,0,0,1.8,1,1,1080,1920,8,1142.4
0,0,0,1,1,0,0,1.6,0,0,1,0,0,0,2.8,1,0,1080,1920,8,1099.0
0,0,0,1,0,0,0,3.35,0,0,0,1,1,0,2.8,1,0,1080,1920,12,1999.0
0,0,0,1,1,0,0,1.16,0,0,0,0,0,0,1.1,1,0,1080,1920,4,299.0
0,0,0,1,1,0,0,1.15,1,0,0,0,0,0,1.6,0,0,768,1366,4,269.0
0,0,0,1,1,0,0,1.4,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1010.0
0,0,0,1,1,0,0,1.7,0,0,0,0,0,0,2.7,1,1,1080,1920,4,599.0
0,0,0,1,0,0,0,2.3,0,1,0,1,0,0,2.8,1,0,2160,3840,16,2445.0
0,0,0,1,0,0,0,2.5,0,0,0,1,0,0,2.9,1,1,1080,1920,16,2449.0
0,0,1,0,0,1,0,3.2,0,0,0,0,1,0,3.2,1,0,1080,1920,8,1695.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,1.6,0,1,768,1366,4,347.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,1.3,1,0,1600,2400,16,2199.0
0,0,0,1,1,0,0,1.32,0,0,1,0,0,0,2.7,1,0,1440,2560,24,2382.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.5,1,1,1080,1920,4,559.0
0,0,1,0,0,1,0,2.8,0,0,0,0,0,1,2.5,0,1,900,1600,8,519.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,1.6,1,1,1080,1920,4,749.0
0,0,0,1,1,0,0,1.36,0,0,1,0,0,0,2.5,1,0,1080,1920,8,1429.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,0,1.1,1,1,1080,1920,4,349.0
0,0,0,1,0,0,0,2.2,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1099.0
0,0,0,1,0,0,0,1.64,0,0,0,1,0,0,2.8,1,1,1080,1920,8,1179.0
0,0,0,1,1,0,1,2.4,0,0,0,0,0,1,2.5,0,1,768,1366,4,441.8
0,0,0,1,0,0,0,2.23,1,1,0,1,0,0,3.0,0,0,1080,1920,8,1993.0
0,1,0,1,0,0,0,2.2,0,0,0,1,1,0,2.5,1,0,1080,1920,8,1027.74
0,0,0,1,1,0,0,1.25,0,0,1,0,0,0,2.5,1,0,1504,2256,16,2589.0
0,0,0,1,1,0,0,1.91,0,0,0,0,0,0,2.5,1,1,768,1366,8,589.0
0,0,0,1,0,0,0,2.17,0,1,0,1,0,0,2.7,1,0,1080,1920,16,1975.0
0,0,0,1,1,0,0,2.31,0,1,0,0,0,0,2.9,1,0,1080,1920,8,1534.0
0,0,0,1,1,0,0,1.65,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1345.0
0,0,0,1,0,1,0,2.36,0,0,0,0,0,0,1.8,1,1,1080,1920,8,979.0
0,0,0,1,1,0,0,1.47,0,0,0,0,0,1,1.6,0,0,768,1366,4,479.0
0,0,0,1,0,0,0,4.42,0,0,0,1,0,1,2.7,0,1,1080,1920,8,2046.0
0,0,0,1,1,0,0,1.252,0,0,1,0,0,0,2.2,1,0,1504,2256,4,989.0
0,0,0,1,1,0,0,1.25,0,0,1,0,0,0,2.5,1,0,1504,2256,8,1799.0
0,0,0,1,1,0,0,2.5,0,0,0,0,0,0,2.0,1,1,900,1600,8,639.9
0,0,0,1,0,0,1,2.23,0,0,0,1,0,1,2.0,0,1,1080,1920,4,544.0
0,0,0,1,1,0,1,1.4,0,0,0,0,0,0,1.6,1,0,768,1366,4,435.0
0,0,0,1,1,0,0,2.37,0,0,0,0,0,1,2.5,0,1,1080,1920,8,749.0
1,0,0,1,0,1,0,1.5,0,0,0,0,0,0,2.7,1,1,1080,1920,8,799.0
0,0,0,1,0,0,0,2.67,0,0,0,1,0,0,2.9,1,1,1080,1920,8,2090.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,1,1.1,0,1,768,1366,4,304.0
0,0,0,1,0,0,1,2.2,0,0,0,1,0,1,2.0,0,1,768,1366,4,469.0
0,0,0,1,0,1,0,2.02,0,0,0,0,0,1,1.6,0,1,1080,1920,8,759.0
0,0,0,1,0,0,0,3.78,0,0,0,1,1,1,2.8,0,0,1080,1920,12,1699.0
0,0,0,1,1,0,0,1.4,0,0,1,0,0,0,2.6,1,0,1440,2560,12,1858.0
0,0,0,1,1,0,0,1.29,0,0,0,0,0,0,1.8,1,0,2160,3840,8,1999.0
0,0,0,1,0,1,0,1.9,0,0,0,0,0,1,2.5,0,1,1080,1920,8,1154.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,1.2,1,0,1600,2400,8,1275.0
0,0,0,1,1,0,0,1.42,0,0,1,0,0,0,1.6,1,0,1080,1920,8,1841.85
0,0,0,1,1,0,0,2.06,0,0,0,0,0,0,2.6,1,1,2160,3840,12,1299.0
0,0,0,1,1,0,0,1.79,0,0,0,0,0,0,2.3,1,1,768,1366,8,740.0
0,0,0,1,0,0,0,1.78,0,1,0,1,0,0,2.8,1,0,1080,1920,8,2408.0
0,0,0,1,1,0,0,1.7,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1364.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,1,1.6,0,1,1080,1920,8,675.0
0,0,0,1,1,0,0,1.05,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1672.0
0,0,0,1,0,0,0,2.16,0,0,0,1,0,0,1.8,1,1,1080,1920,8,1262.0
0,0,0,1,1,0,0,2.18,0,0,0,0,0,1,2.4,0,1,768,1366,4,586.6
0,0,0,1,1,0,0,1.49,0,0,0,0,0,0,1.6,1,1,1080,1920,4,726.0
0,0,0,1,1,0,0,1.89,1,0,0,0,0,0,1.44,0,1,1080,1920,4,248.9
0,0,0,1,1,0,0,2.3,0,0,0,0,0,0,2.0,1,1,768,1366,4,565.0
0,0,0,1,1,0,0,1.75,0,0,0,0,0,0,1.6,1,1,1080,1920,8,1049.0
0,0,0,1,0,0,0,2.17,0,1,0,1,0,0,2.7,1,0,1080,1920,16,2338.0
0,0,0,1,0,0,0,2.06,0,0,0,1,0,0,2.8,1,1,1080,1920,16,1899.0
0,0,0,1,1,0,0,1.36,0,0,1,0,0,0,2.7,1,0,1080,1920,16,1798.0
0,0,0,1,1,0,0,0.91,0,0,1,0,0,0,2.7,1,0,1080,1920,16,1950.0
0,0,0,1,0,0,0,2.3,0,0,0,1,0,0,2.5,1,1,1080,1920,8,1011.99
0,0,0,1,1,0,0,1.05,0,0,1,0,0,0,2.7,1,0,1080,1920,32,2799.0
0,0,0,1,0,0,0,1.99,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1350.0
0,0,1,0,0,1,1,2.2,0,0,0,0,0,1,2.5,0,1,768,1366,8,579.0
0,0,0,1,0,0,0,4.33,0,0,0,1,1,0,2.6,1,0,1080,1920,24,1269.0
0,0,0,1,1,0,0,1.3,0,0,1,0,0,0,2.3,1,0,768,1366,8,1099.0
0,0,0,1,1,0,0,2.17,0,0,0,0,0,0,1.8,1,1,1080,1920,8,898.9
0,0,0,1,1,0,0,1.48,0,0,0,0,0,0,2.8,1,1,1080,1920,8,1749.0
0,0,0,1,1,0,0,1.4,0,0,0,0,0,0,2.4,1,1,1080,1920,8,949.0
0,0,0,1,1,0,0,2.3,0,0,0,0,0,0,2.5,1,1,1080,1920,8,911.0
0,0,0,1,1,0,0,1.2,1,0,0,0,0,0,1.1,0,0,768,1366,4,340.0
0,0,0,1,0,1,0,1.91,0,0,0,0,0,0,2.5,1,1,768,1366,8,618.99
0,0,0,1,1,0,0,1.4,0,0,0,0,0,0,1.6,1,0,1080,1920,8,1599.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,1.1,0,1,768,1366,4,299.0
0,0,0,1,1,0,0,1.25,0,0,0,0,0,0,1.6,1,0,768,1366,4,265.0
0,0,0,1,1,0,0,1.44,0,0,0,0,0,0,2.5,1,1,1080,1920,8,949.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1224.0
0,0,0,1,0,0,1,2.2,0,0,0,1,0,1,1.6,0,1,1080,1920,4,613.0
0,0,0,1,1,0,0,1.34,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1323.0
1,0,0,1,0,0,0,2.4,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1149.0
0,0,0,1,1,0,0,1.29,0,0,1,0,0,0,2.5,1,0,1080,1920,8,899.0
0,0,0,1,0,0,1,2.2,0,0,0,1,0,1,2.7,0,1,1080,1920,4,639.0
0,0,0,1,1,0,0,2.18,0,0,0,0,0,1,2.5,0,1,1080,1920,8,836.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,1.8,1,1,1080,1920,16,1219.24
1,0,0,1,0,0,0,1.95,0,0,0,1,0,0,1.8,1,1,1080,1920,16,1399.95
0,0,0,1,1,0,0,1.1,1,0,0,0,0,0,1.1,0,0,768,1366,2,245.0
0,0,0,1,1,0,0,2.04,0,0,0,0,0,1,1.6,0,1,768,1366,4,521.47
