OpSys_No OS,company_MSI,CPU_BRAND_AMD,CPU_BRAND_Intel,GPU_BRAND_Intel,GPU_BRAND_AMD,company_Acer,Weight,Memory_Type_Flash,typeName_Workstation,typeName_Ultrabook,GPU_BRAND_Nvidia,typeName_Gaming,Memory_Type_HDD,CPU_FREQUENCY,Memory_Type_SSD,typeName_Notebook,ScreenHeight,ScreenWidth,Ram,Price_euros
0,0,0,1,0,0,0,2.24,0,0,0,1,1,0,2.8,1,0,1080,1920,24,2968.0
0,0,0,1,0,0,0,2.04,0,0,0,1,0,0,2.5,1,1,1080,1920,8,889.0
0,0,0,1,0,0,0,3.0,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1504.0
0,0,0,1,0,0,0,3.2,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1399.0
0,0,0,1,1,0,0,1.32,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1399.0
0,0,0,1,1,0,0,1.64,0,0,0,0,0,0,2.6,1,1,1080,1920,8,1279.73
0,0,0,1,1,0,0,1.63,0,0,0,0,0,0,2.0,1,1,768,1366,4,689.0
0,0,0,1,0,1,0,2.8,0,0,0,0,0,0,1.6,1,1,1080,1920,8,889.0
0,0,0,1,1,0,0,2.02,0,0,0,0,0,0,2.3,1,1,1080,1920,8,1340.0
0,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.7,0,1,1080,1920,4,799.0
1,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.0,0,1,768,1366,8,459.0
0,0,0,1,0,1,0,2.3,0,0,0,0,0,1,2.5,0,1,1080,1920,4,585.0
0,0,0,1,1,0,0,1.9,0,0,0,0,0,0,2.8,1,1,1080,1920,8,1377.0
0,0,0,1,0,0,0,4.42,0,0,0,1,1,0,2.8,1,0,1080,1920,16,3012.77
0,0,0,1,1,0,0,2.0,0,0,0,0,0,1,2.5,0,1,1080,1920,8,860.0
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,2.7,1,1,2160,3840,8,1299.0
0,0,0,1,1,0,0,1.2,0,0,0,0,0,0,1.1,1,1,1080,1920,4,369.0
0,0,0,1,0,0,0,2.3,0,0,0,1,1,0,2.5,1,0,1080,1920,8,1649.0
0,0,0,1,0,0,0,1.93,0,0,0,1,0,0,2.8,1,1,1080,1920,8,1369.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,1.6,1,1,1080,1920,8,797.41
0,0,0,1,1,0,0,1.86,0,0,0,0,0,0,1.6,1,1,1080,1920,4,398.99
0,0,0,1,0,0,0,2.62,0,0,0,1,1,1,2.8,0,0,1080,1920,12,1799.0
0,0,0,1,0,0,0,1.87,0,0,0,1,0,0,2.7,1,1,1080,1920,8,859.0
0,0,0,1,1,0,0,1.2,0,0,1,0,0,0,1.8,1,0,1800,3200,8,1399.0
0,0,0,1,1,0,0,1.6,0,0,0,0,0,0,2.0,1,1,1080,1920,4,735.87
0,0,0,1,1,0,0,1.34,0,0,1,0,0,0,2.7,1,0,1800,3200,8,1145.0
0,0,0,1,0,0,1,2.4,0,0,0,1,1,1,2.5,0,0,1080,1920,8,798.0
0,0,1,0,0,1,0,2.0,0,0,0,0,0,1,1.8,0,1,768,1366,4,349.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,0,2.4,1,1,1080,1920,4,705.5
0,0,0,1,1,0,0,1.87,0,0,0,0,0,1,2.5,0,1,1080,1920,4,785.0
1,0,0,1,1,0,0,2.15,0,0,0,0,0,1,2.3,0,1,1080,1920,4,462.35
0,0,0,1,1,0,0,1.86,0,0,0,0,0,1,2.0,0,1,1080,1920,4,397.0
0,0,0,1,1,0,0,1.99,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1729.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,0,2.0,1,1,1080,1920,4,499.0
0,0,0,1,1,0,0,1.9,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1116.99
0,0,0,1,0,0,0,4.42,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2699.0
0,0,0,1,1,0,0,2.65,0,0,0,0,0,1,2.0,0,1,900,1600,8,544.15
0,0,0,1,0,0,0,2.63,0,0,0,1,0,1,2.7,0,1,1080,1920,8,1280.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,1,1.1,0,1,768,1366,4,224.0
0,0,0,1,1,0,0,1.35,1,0,0,0,0,0,1.44,0,1,1080,1920,4,255.0
0,0,0,1,0,0,0,2.8,0,0,0,1,0,0,2.7,1,1,900,1600,6,949.0
0,0,1,0,0,1,0,1.91,0,0,0,0,0,0,2.5,1,1,1080,1920,6,568.9
0,0,0,1,0,1,0,2.18,0,0,0,0,0,1,2.0,0,1,768,1366,4,617.9
0,0,0,1,1,0,1,1.25,1,0,0,0,0,0,2.0,0,0,1080,1920,4,349.0
0,0,0,1,1,0,0,2.05,0,0,0,0,0,0,2.7,1,1,1080,1920,4,630.0
0,0,0,1,1,0,0,1.16,0,0,1,0,0,0,1.2,1,0,1800,3200,16,1965.0
0,0,0,1,0,0,0,3.4,0,0,0,1,0,0,2.8,1,1,1080,1920,8,2999.0
0,0,0,1,0,0,0,2.5,0,0,0,1,0,0,2.5,1,1,1080,1920,8,839.0
0,0,0,1,1,0,0,1.21,0,0,1,0,0,0,1.6,1,0,2160,3840,8,1599.0
0,0,0,1,1,0,0,1.93,0,0,0,0,0,1,2.6,0,1,768,1366,4,959.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,2.5,0,1,768,1366,8,739.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.1,0,1,1080,1920,4,344.0
0,0,0,1,1,0,0,2.02,0,0,0,0,0,1,2.5,0,1,768,1366,4,990.0
0,0,0,1,0,0,0,3.14,0,1,0,1,0,1,2.8,0,0,900,1600,8,1860.99
0,0,0,1,1,0,0,1.94,0,0,0,0,0,1,1.6,0,1,768,1366,8,389.0
0,0,1,0,0,1,0,1.95,0,0,0,0,0,0,3.0,1,1,1080,1920,6,649.0
0,0,0,1,1,0,0,2.3,0,0,0,0,0,0,2.5,1,1,1080,1920,8,830.0
0,0,0,1,1,0,0,2.05,0,0,0,0,0,1,1.6,0,1,1080,1920,4,685.0
0,0,0,1,1,0,0,1.4,0,0,0,0,0,0,1.44,1,1,1080,1920,4,249.0
0,0,0,1,1,0,0,1.24,0,0,1,0,0,0,2.7,1,0,1080,1920,16,1865.0
0,0,0,1,0,0,0,4.6,0,0,0,1,1,0,2.7,1,0,1080,1920,32,2663.0
0,1,0,1,0,0,0,4.14,0,0,0,1,1,0,2.9,1,0,1080,1920,16,2729.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,2.7,1,1,1080,1920,8,749.01
0,0,0,1,1,0,0,1.45,0,0,0,0,0,0,1.1,1,1,1080,1920,4,389.0
0,0,0,1,1,0,0,1.9,0,0,0,0,0,1,2.6,0,1,768,1366,8,1008.52
0,0,0,1,1,0,0,1.49,0,0,0,0,0,0,2.4,1,1,1080,1920,4,719.0
0,0,0,1,0,0,0,1.93,0,0,0,1,0,0,2.8,1,1,1080,1920,16,1537.39
0,0,0,1,1,0,0,1.26,1,0,0,0,0,0,1.6,0,0,768,1366,4,295.0
0,1,0,1,0,0,0,4.5,0,0,0,1,1,0,2.7,1,0,1080,1920,16,2349.0
0,0,0,1,0,0,0,3.78,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1498.0
0,0,0,1,1,0,0,1.4,0,0,1,0,0,0,2.6,1,0,1080,1920,12,1673.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.8,0,1,768,1366,12,609.0
0,0,0,1,0,0,0,2.73,0,0,0,1,1,0,2.5,1,0,1080,1920,8,1770.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,2.5,0,0,768,1366,8,739.0
0,0,1,0,0,1,0,2.2,0,0,0,0,0,0,3.6,1,1,1080,1920,12,949.0
0,0,0,1,1,0,0,1.39,0,0,0,0,0,0,1.0,1,0,768,1366,4,603.0
0,0,0,1,0,0,0,2.5,0,0,0,1,0,0,2.8,1,1,1080,1920,16,1699.0
1,0,0,1,1,0,0,2.8,0,0,0,0,0,1,2.0,0,1,1080,1920,4,529.0
0,0,0,1,1,0,0,2.29,0,0,0,0,0,1,2.3,0,1,768,1366,8,459.0
0,0,0,1,1,0,0,1.37,0,0,0,0,0,0,2.7,1,0,1080,1920,8,2025.0
0,0,0,1,1,0,0,1.7,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1474.0
0,0,0,1,1,0,0,1.34,0,0,0,0,0,0,2.5,1,0,1080,1920,8,1670.0
0,0,0,1,0,0,0,2.06,0,1,0,1,0,0,2.8,1,0,1080,1920,8,1763.0
0,0,0,1,1,0,0,1.84,0,0,0,0,0,0,2.7,1,1,1080,1920,8,1219.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,2.4,0,1,768,1366,4,668.48
0,0,0,1,1,0,1,1.6,1,0,0,0,0,0,1.1,0,1,1080,1920,4,329.0
0,1,0,1,0,0,0,4.14,0,0,0,1,1,0,2.7,1,0,1080,1920,16,2199.0
0,0,0,1,0,1,0,2.18,0,0,0,0,0,1,2.0,0,1,768,1366,4,465.0
0,1,0,1,0,0,0,1.8,0,0,0,1,1,0,2.8,1,0,2160,3840,16,2299.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1399.0
0,0,0,1,1,0,0,2.4,0,0,0,0,0,1,2.5,0,1,1080,1920,6,564.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.8,1,0,1080,1920,8,1299.0
0,0,0,1,1,0,1,1.6,1,0,0,0,0,0,1.6,0,1,768,1366,4,349.0
0,0,0,1,0,0,0,2.5,0,0,0,1,0,0,3.1,1,1,2160,3840,32,4899.0
0,0,0,1,0,0,0,2.59,0,0,0,1,1,1,2.6,0,0,1080,1920,16,879.01
0,0,0,1,1,0,0,2.18,0,0,0,0,0,1,2.0,0,1,768,1366,4,443.9
0,0,0,1,1,0,0,2.25,0,0,0,0,0,1,2.0,0,1,768,1366,4,359.0
0,0,0,1,1,0,0,1.93,0,0,0,0,0,1,2.6,0,1,768,1366,4,869.0
0,0,0,1,0,0,0,3.0,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1168.0
0,0,0,1,0,1,0,2.18,0,0,0,0,0,0,2.5,1,1,1080,1920,4,569.0
0,0,0,1,1,0,0,1.84,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1389.0
0,1,0,1,0,0,0,2.94,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2267.86
0,0,0,1,1,0,1,1.25,1,0,0,0,0,0,1.6,0,0,768,1366,4,379.0
0,0,0,1,1,0,0,2.31,0,0,0,0,0,0,2.6,1,1,768,1366,8,1124.0
0,0,0,1,1,0,0,1.65,0,0,0,0,0,0,2.3,1,1,1080,1920,8,1465.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,1,1.6,0,1,1080,1920,4,776.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,0,2.5,1,1,768,1366,8,799.0
0,0,0,1,1,0,0,1.88,0,0,0,0,0,1,2.3,0,1,768,1366,4,932.0
0,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.7,0,1,1080,1920,8,899.0
0,0,0,1,1,0,0,1.4,1,0,0,0,0,0,1.44,0,1,1080,1920,2,239.0
1,0,0,1,1,0,0,2.2,0,0,0,0,0,0,2.5,1,1,1080,1920,4,468.0
0,0,0,1,1,0,0,1.5,0,0,0,0,0,1,2.5,0,0,1080,1920,6,639.01
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,2.8,1,1,1080,1920,8,1820.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,2.7,1,0,1080,1920,16,1900.0
0,0,0,1,0,0,0,2.62,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1479.0
0,0,0,1,1,0,0,1.8,0,0,0,0,0,0,1.6,1,1,1080,1920,4,829.0
0,0,0,1,0,0,0,2.2,0,0,0,1,0,1,2.0,0,1,1080,1920,4,579.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,1,1.1,0,1,768,1366,8,399.0
0,0,0,1,0,0,0,1.99,0,0,0,1,0,1,2.5,0,1,1080,1920,8,906.62
0,0,0,1,1,0,0,1.23,0,0,1,0,0,0,1.6,1,0,1800,3200,8,1869.0
0,0,0,1,1,0,0,1.42,1,0,0,0,0,0,1.6,0,1,768,1366,2,249.0
0,0,0,1,1,0,0,1.37,0,0,0,0,0,0,2.7,1,0,1080,1920,8,1757.42
0,0,0,1,0,0,0,2.06,0,0,0,1,0,0,2.8,1,1,2160,3840,16,2399.0
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1109.0
0,0,1,0,0,1,0,2.6,0,0,0,0,0,1,3.0,0,1,900,1600,8,520.9
0,0,0,1,1,0,0,1.14,0,0,1,0,0,0,2.7,1,0,1080,1920,16,2450.0
1,0,0,1,0,0,0,2.5,0,0,0,1,1,1,2.8,0,0,1080,1920,8,1169.0
0,0,0,1,1,0,1,2.4,0,0,0,0,0,1,2.0,0,1,768,1366,4,450.0
0,0,0,1,1,0,0,1.43,1,0,0,0,0,0,1.6,0,1,768,1366,4,274.0
0,0,0,1,1,0,1,1.8,0,0,1,0,0,0,2.5,1,0,1080,1920,8,919.0
0,0,0,1,0,0,0,1.95,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2599.0
0,0,0,1,1,0,0,1.2,0,0,0,0,0,0,2.3,1,1,1080,1920,8,1213.0
0,0,0,1,1,0,0,1.36,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1584.0
0,0,0,1,0,0,0,3.8,0,0,0,1,1,0,2.7,1,0,1080,1920,32,2799.0
0,0,0,1,0,0,1,2.4,0,0,0,1,1,1,2.5,0,0,1080,1920,8,709.0
0,0,0,1,1,0,0,1.2,0,0,1,0,0,0,1.6,1,0,1080,1920,8,1449.9
0,1,0,1,0,0,0,2.2,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1191.8
1,0,0,1,1,0,0,1.86,0,0,0,0,0,1,2.0,0,1,768,1366,4,364.9
0,0,0,1,1,0,0,2.0,0,0,0,0,0,1,2.5,0,1,1080,1920,8,1064.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,1.8,1,1,1080,1920,8,919.0
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,1.8,1,1,1080,1920,16,1135.0
0,0,0,1,0,0,0,3.31,0,0,0,1,1,0,2.6,1,0,1080,1920,8,1196.0
0,0,0,1,0,0,0,4.42,0,0,0,1,1,0,2.8,1,0,2160,3840,32,3147.37
0,0,0,1,1,0,0,1.56,0,0,0,0,0,0,2.4,1,1,1080,1920,8,1229.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,1.1,0,1,768,1366,4,419.0
0,0,0,1,1,0,0,2.2,0,0,0,0,0,1,2.3,0,1,1080,1920,4,535.0
0,0,0,1,0,1,0,2.04,0,0,0,0,0,1,2.0,0,1,1080,1920,6,539.0
0,1,0,1,0,0,0,2.7,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1486.77
0,0,0,1,1,0,0,2.1,0,0,0,0,0,0,2.1,1,1,768,1366,4,498.0
0,0,0,1,1,0,0,2.06,0,0,0,0,0,1,2.5,0,1,1080,1920,8,955.0
0,0,0,1,0,1,0,2.1,0,0,0,0,0,1,2.7,0,1,1080,1920,8,745.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1258.0
0,0,0,1,1,0,1,2.1,0,0,0,0,0,0,2.0,1,1,768,1366,4,412.0
0,0,0,1,1,0,0,1.252,0,0,1,0,0,0,2.8,1,0,1504,2256,8,1867.85
0,0,0,1,0,1,0,1.9,0,0,0,0,0,0,2.5,1,1,1080,1920,8,817.95
0,0,0,1,1,0,0,1.3,0,0,0,0,0,0,2.5,1,0,1080,1920,8,1034.0
0,0,1,0,0,1,0,2.2,0,0,0,0,0,0,2.2,1,1,768,1366,4,349.0
0,0,0,1,0,0,0,1.63,0,0,0,1,0,0,2.4,1,0,1080,1920,4,699.0
0,1,0,1,0,0,0,2.4,0,0,0,1,1,0,2.8,1,0,1080,1920,16,1294.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,2.5,1,0,1080,1920,8,1135.0
0,0,0,1,1,0,0,1.4,1,0,0,0,0,0,1.1,0,0,768,1366,8,495.0
0,0,0,1,1,0,0,1.09,0,0,1,0,0,0,1.8,1,0,1080,1920,8,2299.0
0,0,0,1,0,0,1,2.5,0,0,0,1,1,0,2.5,1,0,1080,1920,16,1299.0
0,1,0,1,0,0,0,2.2,0,0,0,1,1,0,2.5,1,0,1080,1920,8,997.9
0,0,0,1,1,0,0,1.86,0,0,0,0,0,0,1.1,1,1,768,1366,4,419.0
0,0,0,1,0,0,0,3.21,0,0,0,1,1,0,2.5,1,0,1080,1920,16,2051.0
0,0,0,1,0,1,0,2.5,0,0,0,0,0,0,2.0,1,1,1080,1920,4,699.0
0,0,0,1,1,0,0,1.19,0,0,0,0,0,0,1.8,1,0,1080,1920,8,1499.0
0,0,0,1,0,0,0,3.49,0,0,0,1,1,0,2.9,1,0,1080,1920,16,2813.75
0,0,0,1,0,1,0,1.86,0,0,0,0,0,1,2.5,0,1,768,1366,4,612.61
0,0,0,1,0,1,0,2.2,0,0,0,0,0,1,2.0,0,1,768,1366,4,545.67
0,0,1,0,0,1,0,2.65,0,0,0,0,0,1,2.4,0,1,1080,1920,6,569.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,1.6,0,1,768,1366,4,318.0
0,0,0,1,1,0,1,1.45,1,0,0,0,0,0,1.6,0,1,768,1366,4,375.0
0,0,0,1,1,0,0,1.7,0,0,0,0,0,0,2.5,1,1,1080,1920,4,699.0
0,0,0,1,0,0,0,3.14,0,1,0,1,0,1,2.8,0,0,1080,1920,8,1907.99
0,0,0,1,1,0,0,1.42,0,0,0,0,0,0,2.7,1,0,1440,2560,8,2590.0
0,0,0,1,1,0,0,1.5,0,0,0,0,0,0,2.5,1,1,1080,1920,8,973.0
0,0,0,1,1,0,1,1.4,1,0,0,0,0,0,1.6,0,0,768,1366,4,269.0
0,0,0,1,1,0,0,1.38,0,0,0,0,0,0,2.7,1,0,1080,1920,16,1749.0
0,0,0,1,1,0,0,1.2,1,0,0,0,0,0,0.9,0,0,1080,1920,4,669.0
0,0,0,1,1,0,0,1.36,0,0,1,0,0,0,2.5,1,0,1080,1920,16,1877.0
0,0,0,1,0,1,0,2.1,0,0,0,0,0,1,2.7,0,1,1080,1920,4,689.0
0,0,0,1,0,0,0,2.56,0,0,0,1,1,1,2.5,0,0,1080,1920,8,819.0
0,0,1,0,0,1,0,2.2,0,0,0,0,0,0,2.9,1,1,1080,1920,4,399.0
0,0,1,0,0,1,0,2.2,0,0,0,0,0,1,3.6,0,1,768,1366,8,429.0
0,0,0,1,1,0,0,2.1,0,0,0,0,0,1,2.5,0,1,1080,1920,4,621.45
1,0,0,1,1,0,0,1.9,0,0,0,0,0,1,2.0,0,1,768,1366,4,450.0
0,0,0,1,1,0,0,2.18,0,0,0,0,0,0,2.5,1,1,1080,1920,8,795.0
0,0,0,1,1,0,1,1.6,0,0,0,0,0,0,1.6,1,0,1080,1920,8,999.0
0,0,0,1,0,0,0,2.18,0,1,0,1,0,0,2.5,1,0,1080,1920,16,1855.0
0,0,0,1,1,0,0,1.8,0,0,0,0,0,0,2.3,1,1,1080,1920,8,1191.0
0,0,1,0,0,1,0,2.71,0,0,0,0,0,1,2.5,0,1,1080,1920,6,655.01
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1249.0
0,0,0,1,0,0,0,1.64,0,0,0,1,0,0,2.8,1,1,1080,1920,8,1089.0
0,0,0,1,1,0,0,1.98,0,0,0,0,0,1,2.5,0,1,1080,1920,8,726.0
0,0,0,1,1,0,0,1.5,1,0,0,0,0,0,1.1,0,1,1080,1920,4,298.0
0,0,0,1,1,0,0,1.93,0,0,0,0,0,0,2.6,1,1,1080,1920,16,1426.66
0,0,0,1,0,0,0,1.87,0,0,0,1,0,0,2.5,1,1,1080,1920,8,857.07
0,0,0,1,1,0,0,1.9,0,0,0,0,0,0,2.6,1,1,1080,1920,8,1179.0
0,0,1,0,0,1,0,2.19,0,0,0,0,0,1,2.0,0,1,768,1366,4,298.0
0,0,0,1,1,0,0,1.4,0,0,0,0,0,1,1.92,0,1,1200,1920,4,265.0
0,0,0,1,0,0,0,2.63,0,0,0,1,0,0,2.7,1,1,1080,1920,8,1200.0
0,0,0,1,1,0,0,1.17,0,0,1,0,0,0,2.5,1,0,1440,2560,8,1686.64
0,0,0,1,1,0,0,1.58,0,0,0,0,0,0,2.5,1,0,768,1366,8,836.6
0,0,0,1,1,0,0,1.32,0,0,1,0,0,0,2.5,1,0,1080,1920,8,1499.0
0,0,0,1,0,0,0,4.36,0,0,0,1,1,0,2.8,1,0,2160,3840,32,3659.4
0,1,0,1,0,0,0,2.7,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1348.48
1,0,0,1,1,0,0,1.9,0,0,0,0,0,1,2.5,0,1,768,1366,4,489.9
0,0,0,1,0,1,0,2.2,0,0,0,0,0,0,1.6,1,1,1080,1920,8,719.0
0,0,0,1,1,0,0,1.71,0,0,0,0,0,1,2.4,0,0,1080,1920,4,649.0
0,0,0,1,0,1,0,2.32,0,0,0,0,0,1,2.5,0,1,768,1366,8,589.52
0,0,1,0,0,1,0,2.1,0,0,0,0,0,1,3.0,0,1,1080,1920,4,489.0
0,0,0,1,0,0,1,4.2,0,0,0,1,1,0,2.6,1,0,1080,1920,16,1935.0
0,0,0,1,1,0,0,2.25,0,0,0,0,0,1,2.5,0,1,768,1366,12,649.0
0,0,1,0,0,1,0,2.1,0,0,0,0,0,0,3.0,1,1,1080,1920,6,650.0
0,0,0,1,1,0,1,2.4,0,0,0,0,0,1,2.5,0,1,768,1366,4,559.0
0,0,0,1,1,0,0,1.44,0,0,0,0,0,0,2.5,1,1,1080,1920,8,960.0
0,0,0,1,1,0,0,1.85,0,0,0,0,0,1,2.7,0,1,1080,1920,4,779.0
0,0,0,1,0,0,0,2.6,0,1,0,1,0,0,2.8,1,0,1080,1920,16,2419.0
0,0,0,1,1,0,0,1.55,0,0,0,0,0,1,1.6,0,0,1080,1920,8,659.0
0,1,0,1,0,0,0,1.8,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2094.48
0,0,0,1,1,0,1,2.4,0,0,0,0,0,1,2.0,0,1,768,1366,4,410.8
0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,2.7,1,1,1080,1920,8,1207.0
0,0,0,1,1,0,0,2.0,0,0,0,0,0,0,2.0,1,1,768,1366,8,665.0
0,0,0,1,1,0,0,1.25,0,0,0,0,0,0,2.5,1,1,1080,1920,8,1535.0
0,0,0,1,1,0,0,1.7,0,0,0,0,0,0,2.5,1,0,1080,1920,8,999.0
0,0,0,1,0,0,0,2.5,0,1,0,1,0,0,2.8,1,0,2160,3840,16,3299.0
0,0,0,1,1,0,1,1.68,1,0,0,0,0,0,1.6,0,1,768,1366,2,330.0
0,0,0,1,1,0,0,0.81,0,0,1,0,0,0,2.7,1,0,1080,1920,16,1649.0
0,0,0,1,1,0,0,1.86,0,0,0,0,0,0,2.0,1,1,1080,1920,8,539.0
0,0,0,1,1,0,0,1.6,0,0,0,0,0,0,2.5,1,1,768,1366,8,1126.71
0,0,0,1,0,0,0,3.0,0,1,0,1,0,0,2.9,1,0,1080,1920,16,4389.0
0,0,0,1,1,0,0,1.4,0,0,0,0,0,0,1.6,1,0,768,1366,4,475.0
0,0,0,1,1,0,0,1.84,0,0,0,0,0,0,2.4,1,1,1080,1920,8,1900.0
1,0,0,1,0,0,0,2.45,0,0,0,1,0,1,2.3,0,1,768,1366,4,579.0
0,0,0,1,1,0,0,1.7,0,0,1,0,0,0,2.3,1,0,1080,1920,4,1096.0
0,0,0,1,1,0,0,2.37,0,0,0,0,0,0,2.7,1,1,768,1366,4,849.9
0,0,0,1,1,0,0,1.3,0,0,0,0,0,0,1.8,1,0,1800,3200,8,1199.0
0,0,0,1,0,0,0,2.2,0,0,0,1,0,0,2.5,1,1,1080,1920,8,1099.0
0,0,0,1,0,0,0,2.59,0,1,0,1,0,0,2.6,1,0,1080,1920,8,1561.0
0,0,0,1,0,0,0,4.42,0,0,0,1,1,0,2.8,1,0,2160,3840,16,2868.99
0,0,0,1,1,0,1,2.1,0,0,0,0,0,0,2.5,1,1,768,1366,4,599.0
0,0,0,1,0,0,0,2.5,0,0,0,1,1,0,2.8,1,0,1080,1920,8,1048.0
0,0,0,1,1,0,0,1.18,0,0,1,0,0,0,2.8,1,0,1080,1920,16,1859.0
0,0,0,1,1,0,0,1.1,0,0,1,0,0,0,1.2,1,0,1600,2400,8,1559.0
0,0,0,1,1,0,0,1.2,0,0,1,0,0,0,2.5,1,0,1800,3200,8,1129.0
0,0,0,1,1,0,0,1.65,0,0,0,0,0,1,2.0,0,1,768,1366,4,849.0
0,0,0,1,1,0,1,1.6,0,0,0,0,0,0,2.3,1,1,768,1366,4,655.0
0,0,0,1,0,0,0,2.8,0,0,0,1,0,1,1.1,0,1,768,1366,4,470.34
0,0,0,1,0,0,0,2.72,0,0,0,1,1,0,2.6,1,0,2160,3840,16,1099.0
0,0,0,1,1,0,0,1.31,0,0,1,0,0,0,2.7,1,0,1080,1920,8,1599.0
0,0,0,1,1,0,1,2.1,0,0,0,0,0,1,1.1,0,1,768,1366,4,298.0
0,0,0,1,0,1,0,2.3,0,0,0,0,0,0,2.7,1,1,1080,1920,16,1181.27
0,0,0,1,0,1,0,1.71,0,0,0,0,0,0,2.7,1,0,1080,1920,16,1799.0
0,0,0,1,1,0,0,1.75,0,0,0,0,0,0,2.3,1,1,768,1366,4,1020.0
0,0,0,1,0,0,0,2.62,0,0,0,1,1,1,2.8,0,0,1080,1920,8,1099.0
0,0,0,1,1,0,0,1.26,0,0,1,0,0,0,2.3,1,0,768,1366,4,1244.0
0,0,0,1,0,0,0,2.3,0,0,0,1,0,1,2.7,0,0,1080,1920,12,839.0
0,0,0,1,0,0,0,2.5,0,0,0,1,0,0,2.7,1,1,2160,3840,16,2370.0
0,0,0,1,1,0,1,1.8,0,0,0,0,0,0,2.4,1,1,1080,1920,4,636.0
0,0,0,1,0,0,0,1.95,0,0,0,1,1,0,2.8,1,0,1080,1920,16,2899.0
